"Comune";"Area_provenienza";"Paese_provenienza";"MeasuresLevel";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018"
"Montopoli in Val d'Arno";"Paesi delle Americhe";"Venezuela";"Arrivi";"1.0";"1.0";"";"2.0";"2.0";"6.0";"";"1.0";"2.0";"3.0";"4.0";"";"";"1.0"
"Montopoli in Val d'Arno";"Unione Europea";"Austria";"Arrivi";"177.0";"166.0";"137.0";"93.0";"115.0";"194.0";"154.0";"140.0";"127.0";"91.0";"166.0";"146.0";"78.0";"118.0"
"Montopoli in Val d'Arno";"Unione Europea";"Belgio";"Arrivi";"370.0";"269.0";"286.0";"317.0";"330.0";"415.0";"438.0";"468.0";"488.0";"250.0";"233.0";"281.0";"115.0";"185.0"
"Montopoli in Val d'Arno";"Unione Europea";"Bulgaria";"Arrivi";"5.0";"1.0";"";"";"";"";"";"";"";"3.0";"1.0";"6.0";"4.0";"4.0"
"Montopoli in Val d'Arno";"Unione Europea";"Cipro";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"";"5.0";""
"Montopoli in Val d'Arno";"Unione Europea";"Croazia";"Arrivi";"";"";"6.0";"2.0";"2.0";"1.0";"4.0";"1.0";"2.0";"10.0";"7.0";"5.0";"2.0";"15.0"
"Montopoli in Val d'Arno";"Unione Europea";"Danimarca";"Arrivi";"357.0";"315.0";"412.0";"347.0";"600.0";"485.0";"350.0";"526.0";"392.0";"286.0";"286.0";"447.0";"143.0";"204.0"
"Montopoli in Val d'Arno";"Unione Europea";"Estonia";"Arrivi";"1.0";"1.0";"";"";"";"";"";"";"";"4.0";"5.0";"4.0";"3.0";"2.0"
"Montopoli in Val d'Arno";"Unione Europea";"Finlandia";"Arrivi";"5.0";"38.0";"27.0";"18.0";"35.0";"22.0";"78.0";"28.0";"23.0";"25.0";"32.0";"25.0";"15.0";"19.0"
"Montopoli in Val d'Arno";"Unione Europea";"Francia";"Arrivi";"684.0";"916.0";"1164.0";"1161.0";"1234.0";"1123.0";"1195.0";"1053.0";"1075.0";"900.0";"887.0";"986.0";"391.0";"1035.0"
"Montopoli in Val d'Arno";"Unione Europea";"Germania";"Arrivi";"1300.0";"1666.0";"1400.0";"1143.0";"1176.0";"1455.0";"1509.0";"1589.0";"1384.0";"1217.0";"976.0";"1221.0";"658.0";"904.0"
"Montopoli in Val d'Arno";"Unione Europea";"Grecia";"Arrivi";"2.0";"16.0";"17.0";"14.0";"18.0";"1.0";"8.0";"4.0";"15.0";"4.0";"8.0";"";"";"8.0"
"Montopoli in Val d'Arno";"Unione Europea";"Irlanda";"Arrivi";"47.0";"184.0";"174.0";"225.0";"125.0";"18.0";"11.0";"12.0";"17.0";"52.0";"26.0";"15.0";"16.0";"33.0"
"Montopoli in Val d'Arno";"Unione Europea";"Lettonia";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"2.0"
"Montopoli in Val d'Arno";"Unione Europea";"Lituania";"Arrivi";"1.0";"";"";"";"";"";"1.0";"4.0";"";"";"4.0";"";"2.0";"1.0"
"Montopoli in Val d'Arno";"Unione Europea";"Lussemburgo";"Arrivi";"9.0";"17.0";"2.0";"10.0";"8.0";"22.0";"11.0";"6.0";"26.0";"7.0";"4.0";"6.0";"5.0";"7.0"
"Montopoli in Val d'Arno";"Unione Europea";"Malta";"Arrivi";"";"";"";"";"";"4.0";"";"3.0";"";"7.0";"1.0";"";"2.0";"3.0"
"Montopoli in Val d'Arno";"Unione Europea";"Paesi Bassi";"Arrivi";"3032.0";"2726.0";"2412.0";"2328.0";"2490.0";"2578.0";"2684.0";"2276.0";"1680.0";"1721.0";"1174.0";"1588.0";"233.0";"585.0"
"Montopoli in Val d'Arno";"Unione Europea";"Portogallo";"Arrivi";"13.0";"53.0";"9.0";"5.0";"8.0";"16.0";"9.0";"4.0";"8.0";"22.0";"18.0";"9.0";"9.0";"16.0"
"Montopoli in Val d'Arno";"Unione Europea";"Regno Unito";"Arrivi";"596.0";"727.0";"378.0";"511.0";"454.0";"532.0";"578.0";"390.0";"576.0";"358.0";"398.0";"344.0";"315.0";"282.0"
"Montopoli in Val d'Arno";"Unione Europea";"Romania";"Arrivi";"24.0";"35.0";"1.0";"";"";"2.0";"4.0";"15.0";"19.0";"15.0";"12.0";"7.0";"24.0";"22.0"
"Montopoli in Val d'Arno";"Unione Europea";"Spagna";"Arrivi";"209.0";"172.0";"253.0";"1086.0";"250.0";"214.0";"209.0";"162.0";"157.0";"114.0";"194.0";"201.0";"90.0";"215.0"
"Montopoli in Val d'Arno";"Unione Europea";"Svezia";"Arrivi";"33.0";"74.0";"38.0";"47.0";"79.0";"90.0";"118.0";"223.0";"162.0";"99.0";"107.0";"187.0";"45.0";"110.0"
"Mulazzo";"Italia";"Abruzzo";"Arrivi";"23.0";"49.0";"89.0";"64.0";"82.0";"37.0";"57.0";"26.0";"53.0";"11.0";"18.0";"54.0";"93.0";"17.0"
"Mulazzo";"Italia";"Basilicata";"Arrivi";"3.0";"4.0";"7.0";"20.0";"14.0";"40.0";"27.0";"3.0";"13.0";"9.0";"10.0";"3.0";"5.0";"5.0"
"Mulazzo";"Italia";"Bolzano-Bozen";"Arrivi";"26.0";"41.0";"24.0";"39.0";"22.0";"20.0";"9.0";"72.0";"23.0";"9.0";"11.0";"29.0";"13.0";"24.0"
"Mulazzo";"Italia";"Calabria";"Arrivi";"17.0";"59.0";"51.0";"61.0";"50.0";"78.0";"72.0";"121.0";"81.0";"83.0";"41.0";"28.0";"26.0";"32.0"
"Mulazzo";"Italia";"Campania";"Arrivi";"152.0";"412.0";"288.0";"208.0";"266.0";"120.0";"37.0";"59.0";"82.0";"52.0";"115.0";"52.0";"118.0";"145.0"
"Mulazzo";"Italia";"Emilia-Romagna";"Arrivi";"263.0";"523.0";"485.0";"291.0";"190.0";"310.0";"356.0";"425.0";"425.0";"416.0";"421.0";"422.0";"427.0";"416.0"
"Mulazzo";"Italia";"Friuli-V. Giulia";"Arrivi";"75.0";"47.0";"34.0";"31.0";"30.0";"20.0";"33.0";"51.0";"28.0";"72.0";"47.0";"282.0";"147.0";"32.0"
"Mulazzo";"Italia";"Lazio";"Arrivi";"240.0";"239.0";"190.0";"176.0";"130.0";"132.0";"148.0";"160.0";"171.0";"222.0";"268.0";"178.0";"222.0";"234.0"
"Mulazzo";"Italia";"Liguria";"Arrivi";"128.0";"350.0";"191.0";"115.0";"117.0";"145.0";"149.0";"271.0";"294.0";"335.0";"187.0";"233.0";"256.0";"272.0"
"Mulazzo";"Italia";"Lombardia";"Arrivi";"734.0";"821.0";"755.0";"834.0";"751.0";"1049.0";"1141.0";"1890.0";"1476.0";"1292.0";"1117.0";"1348.0";"1057.0";"1203.0"
"Mulazzo";"Italia";"Marche";"Arrivi";"30.0";"63.0";"35.0";"28.0";"31.0";"86.0";"37.0";"80.0";"35.0";"44.0";"49.0";"107.0";"97.0";"50.0"
"Mulazzo";"Italia";"Molise";"Arrivi";"5.0";"5.0";"47.0";"33.0";"206.0";"73.0";"7.0";"4.0";"1.0";"";"71.0";"26.0";"9.0";"11.0"
"Mulazzo";"Italia";"Piemonte";"Arrivi";"197.0";"251.0";"242.0";"264.0";"200.0";"233.0";"359.0";"381.0";"506.0";"350.0";"451.0";"613.0";"277.0";"280.0"
"Mulazzo";"Italia";"Puglia";"Arrivi";"22.0";"250.0";"263.0";"42.0";"63.0";"102.0";"32.0";"82.0";"74.0";"45.0";"59.0";"64.0";"60.0";"78.0"
"Mulazzo";"Italia";"Regione italiana non indicata";"Arrivi";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";""
"Mulazzo";"Italia";"Sardegna";"Arrivi";"27.0";"24.0";"40.0";"20.0";"28.0";"32.0";"23.0";"25.0";"19.0";"11.0";"3.0";"10.0";"7.0";"6.0"
"Mulazzo";"Italia";"Sicilia";"Arrivi";"35.0";"66.0";"155.0";"49.0";"32.0";"36.0";"16.0";"36.0";"26.0";"69.0";"32.0";"37.0";"23.0";"46.0"
"Mulazzo";"Italia";"Toscana";"Arrivi";"185.0";"320.0";"186.0";"280.0";"264.0";"281.0";"367.0";"465.0";"424.0";"265.0";"421.0";"528.0";"358.0";"365.0"
"Mulazzo";"Italia";"Trento";"Arrivi";"25.0";"25.0";"56.0";"35.0";"80.0";"49.0";"67.0";"86.0";"86.0";"55.0";"81.0";"45.0";"33.0";"124.0"
"Mulazzo";"Italia";"Umbria";"Arrivi";"36.0";"40.0";"29.0";"17.0";"26.0";"25.0";"18.0";"36.0";"42.0";"27.0";"23.0";"25.0";"38.0";"169.0"
"Mulazzo";"Italia";"Valle d'Aosta";"Arrivi";"";"3.0";"15.0";"6.0";"2.0";"16.0";"50.0";"16.0";"13.0";"6.0";"7.0";"62.0";"10.0";"2.0"
"Mulazzo";"Italia";"Veneto";"Arrivi";"163.0";"195.0";"182.0";"175.0";"170.0";"315.0";"431.0";"269.0";"274.0";"257.0";"289.0";"408.0";"252.0";"339.0"
"Mulazzo";"Altri Paesi Europei";"Albania";"Arrivi";"";"1.0";"2.0";"9.0";"1.0";"13.0";"1.0";"";"";"";"";"";"";""
"Mulazzo";"Altri Paesi Europei";"Altri Paesi Europei";"Arrivi";"3.0";"";"4.0";"2.0";"9.0";"";"";"3.0";"2.0";"2.0";"2.0";"9.0";"1.0";"3.0"
"Mulazzo";"Altri Paesi Europei";"Bielorussia";"Arrivi";"";"1.0";"4.0";"";"";"";"";"";"";"";"";"";"";""
"Mulazzo";"Altri Paesi Europei";"Bosnia-Erzegovina";"Arrivi";"";"1.0";"";"";"2.0";"7.0";"";"";"";"";"";"";"";""
"Mulazzo";"Altri Paesi Europei";"Islanda";"Arrivi";"";"";"";"";"";"";"1.0";"";"2.0";"";"";"4.0";"";""
"Mulazzo";"Altri Paesi Europei";"Iugoslavia";"Arrivi";"";"8.0";"";"";"";"";"";"";"";"";"";"";"";""
"Mulazzo";"Altri Paesi Europei";"Liechtenstein";"Arrivi";"";"";"1.0";"";"";"3.0";"";"";"";"";"";"";"";""
"Mulazzo";"Altri Paesi Europei";"Macedonia";"Arrivi";"";"5.0";"";"";"";"";"4.0";"";"";"";"";"";"";""
"Mulazzo";"Altri Paesi Europei";"Norvegia";"Arrivi";"";"1.0";"3.0";"8.0";"816.0";"283.0";"12.0";"6.0";"3.0";"3.0";"1.0";"4.0";"6.0";"8.0"
"Mulazzo";"Altri Paesi Europei";"Paese europeo non indicato";"Arrivi";"";"";"2.0";"";"";"";"";"";"";"";"";"";"";""
"Mulazzo";"Altri Paesi Europei";"Polonia";"Arrivi";"2.0";"4.0";"95.0";"18.0";"18.0";"18.0";"12.0";"";"46.0";"24.0";"65.0";"11.0";"5.0";"55.0"
"Mulazzo";"Altri Paesi Europei";"Repubblica Ceca";"Arrivi";"5.0";"12.0";"";"5.0";"4.0";"11.0";"45.0";"27.0";"66.0";"10.0";"2.0";"10.0";"3.0";"2.0"
"Mulazzo";"Altri Paesi Europei";"Repubblica di Moldova";"Arrivi";"";"";"6.0";"1.0";"";"";"";"";"";"";"";"";"";""
"Mulazzo";"Altri Paesi Europei";"Russia";"Arrivi";"";"10.0";"12.0";"";"1.0";"4.0";"";"1.0";"6.0";"2.0";"3.0";"11.0";"4.0";"7.0"
"Mulazzo";"Altri Paesi Europei";"Slovacchia";"Arrivi";"";"";"";"";"";"";"2.0";"";"";"3.0";"1.0";"4.0";"";""
"Mulazzo";"Altri Paesi Europei";"Slovenia";"Arrivi";"";"";"";"1.0";"17.0";"35.0";"32.0";"21.0";"5.0";"2.0";"";"51.0";"42.0";"4.0"
"Mulazzo";"Altri Paesi Europei";"Svizzera";"Arrivi";"83.0";"80.0";"53.0";"66.0";"72.0";"105.0";"151.0";"128.0";"";"";"";"";"";""
"Mulazzo";"Altri Paesi Europei";"Svizzera (incluso Liechtenstein)";"Arrivi";"";"";"";"";"";"";"";"";"156.0";"183.0";"196.0";"169.0";"214.0";"150.0"
"Mulazzo";"Altri Paesi Europei";"Turchia";"Arrivi";"";"5.0";"";"";"";"";"";"";"";"";"4.0";"2.0";"4.0";""
"Mulazzo";"Altri Paesi Europei";"Ucraina";"Arrivi";"9.0";"";"8.0";"";"";"";"1.0";"3.0";"0.0";"";"1.0";"1.0";"3.0";"1.0"
"Mulazzo";"Altri Paesi Europei";"Ungheria";"Arrivi";"";"3.0";"3.0";"2.0";"";"";"";"2.0";"";"";"57.0";"3.0";"1.0";"4.0"
"Mulazzo";"Altri Paesi Extraeuropei";"Paesi e territori non indicati";"Arrivi";"";"32.0";"2.0";"";"";"";"";"";"";"";"";"";"";""
"Mulazzo";"Paesi Africani";"Altri Paesi Africa Mediterranea";"Arrivi";"";"";"";"3.0";"15.0";"1.0";"1.0";"";"22.0";"7.0";"";"1.0";"2.0";"3.0"
"Mulazzo";"Paesi Africani";"Altri Paesi dell'Africa";"Arrivi";"";"";"";"";"";"";"";"";"";"1.0";"1.0";"3.0";"11.0";"2.0"
"Mulazzo";"Paesi Africani";"Altri Paesi dell'Africa centrale e del sud";"Arrivi";"";"";"";"";"";"1.0";"18.0";"6.0";"";"";"";"";"";""
"Mulazzo";"Paesi Africani";"Egitto";"Arrivi";"";"1.0";"";"1.0";"";"";"";"";"";"";"";"";"3.0";""
"Mulazzo";"Paesi Africani";"Paese dell'Africa non indicato";"Arrivi";"0.0";"2.0";"";"";"3.0";"2.0";"1.0";"";"";"";"";"";"";""
"Mulazzo";"Paesi Africani";"Sud Africa";"Arrivi";"";"";"";"";"5.0";"";"";"";"";"2.0";"";"";"";""
"Mulazzo";"Paesi Asiatici";"Altri Paesi Asia Occidentale";"Arrivi";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";""
"Mulazzo";"Paesi Asiatici";"Altri Paesi Medio Oriente";"Arrivi";"";"4.0";"1.0";"";"1.0";"";"";"3.0";"";"";"";"";"";""
"Mulazzo";"Paesi Asiatici";"Altri Paesi dell'Asia";"Arrivi";"";"";"";"";"";"";"";"";"";"2.0";"9.0";"4.0";"1.0";""
"Mulazzo";"Paesi Asiatici";"Altri Paesi dell'Asia orientale";"Arrivi";"";"5.0";"";"";"";"";"";"2.0";"";"";"";"";"";""
"Mulazzo";"Paesi Asiatici";"Cina (incluso Hong Kong)";"Arrivi";"";"2.0";"";"";"";"";"6.0";"2.0";"";"15.0";"4.0";"2.0";"8.0";"10.0"
"Mulazzo";"Paesi Asiatici";"Corea del Sud";"Arrivi";"";"";"";"";"2.0";"9.0";"1.0";"";"1.0";"";"";"";"";"1.0"
"Mulazzo";"Paesi Asiatici";"Giappone";"Arrivi";"37.0";"10.0";"15.0";"5.0";"14.0";"49.0";"";"";"";"";"1.0";"2.0";"";"3.0"
"Mulazzo";"Paesi Asiatici";"India";"Arrivi";"";"12.0";"";"";"1.0";"";"";"4.0";"";"";"";"";"3.0";""
"Mulazzo";"Paesi Asiatici";"Israele";"Arrivi";"";"11.0";"24.0";"10.0";"4.0";"";"3.0";"2.0";"6.0";"2.0";"6.0";"2.0";"4.0";"4.0"
"Mulazzo";"Paesi Asiatici";"Paese dell'Asia non indicato";"Arrivi";"";"";"1.0";"";"3.0";"1.0";"4.0";"";"";"";"";"";"";""
"Mulazzo";"Paesi Asiatici";"Paesi dell'Asia centro-occidentale";"Arrivi";"";"";"2.0";"";"";"";"";"";"";"";"";"";"";""
"Mulazzo";"Paesi dell'Oceania";"Australia";"Arrivi";"2.0";"4.0";"4.0";"3.0";"6.0";"8.0";"8.0";"2.0";"6.0";"5.0";"7.0";"4.0";"4.0";"2.0"
"Mulazzo";"Paesi dell'Oceania";"Nuova Zelanda";"Arrivi";"";"";"";"";"1.0";"2.0";"2.0";"";"";"2.0";"";"8.0";"";"1.0"
"Mulazzo";"Paesi delle Americhe";"Altri Paesi America Centrale";"Arrivi";"";"";"8.0";"";"";"";"7.0";"";"";"";"";"";"";""
"Mulazzo";"Paesi delle Americhe";"Altri Paesi America Latina";"Arrivi";"";"";"";"";"2.0";"3.0";"";"2.0";"";"";"";"";"";""
"Mulazzo";"Paesi delle Americhe";"Altri Paesi Centro-Sud America";"Arrivi";"";"";"";"";"";"";"";"";"1.0";"1.0";"5.0";"1.0";"1.0";""
"Mulazzo";"Paesi delle Americhe";"Altri Paesi o territori Nord-Americani";"Arrivi";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";""
"Mulazzo";"Paesi delle Americhe";"Argentina";"Arrivi";"2.0";"";"";"";"1.0";"5.0";"2.0";"2.0";"";"";"8.0";"";"";"8.0"
"Mulazzo";"Paesi delle Americhe";"Brasile";"Arrivi";"";"8.0";"";"";"";"10.0";"11.0";"26.0";"4.0";"";"2.0";"";"2.0";"6.0"
"Mulazzo";"Paesi delle Americhe";"Canada";"Arrivi";"8.0";"13.0";"4.0";"3.0";"4.0";"7.0";"8.0";"17.0";"3.0";"5.0";"";"7.0";"3.0";"11.0"
"Mulazzo";"Paesi delle Americhe";"Messico";"Arrivi";"";"";"";"";"";"2.0";"1.0";"2.0";"8.0";"2.0";"2.0";"2.0";"4.0";"5.0"
"Mulazzo";"Paesi delle Americhe";"Paese Americhe non indicato";"Arrivi";"";"";"";"";"";"17.0";"";"";"";"";"";"";"";""
"Mulazzo";"Paesi delle Americhe";"Stati Uniti d'America";"Arrivi";"9.0";"50.0";"5.0";"16.0";"25.0";"27.0";"41.0";"21.0";"18.0";"25.0";"18.0";"20.0";"25.0";"70.0"
"Mulazzo";"Paesi delle Americhe";"Venezuela";"Arrivi";"";"3.0";"1.0";"";"";"";"5.0";"5.0";"";"";"";"";"";""
"Mulazzo";"Unione Europea";"Austria";"Arrivi";"7.0";"11.0";"12.0";"33.0";"9.0";"11.0";"65.0";"5.0";"19.0";"29.0";"20.0";"16.0";"4.0";"18.0"
"Mulazzo";"Unione Europea";"Belgio";"Arrivi";"87.0";"188.0";"153.0";"246.0";"272.0";"196.0";"343.0";"397.0";"492.0";"354.0";"753.0";"458.0";"444.0";"571.0"
"Mulazzo";"Unione Europea";"Bulgaria";"Arrivi";"";"0.0";"";"1.0";"6.0";"2.0";"13.0";"";"";"3.0";"1.0";"2.0";"4.0";""
"Mulazzo";"Unione Europea";"Cipro";"Arrivi";"";"";"";"2.0";"";"";"1.0";"";"";"2.0";"";"";"";""
"Mulazzo";"Unione Europea";"Croazia";"Arrivi";"";"2.0";"";"14.0";"0.0";"1.0";"";"";"";"1.0";"";"";"";""
"Mulazzo";"Unione Europea";"Danimarca";"Arrivi";"18.0";"13.0";"8.0";"9.0";"20.0";"29.0";"11.0";"35.0";"11.0";"11.0";"17.0";"33.0";"60.0";"25.0"
"Mulazzo";"Unione Europea";"Estonia";"Arrivi";"";"";"5.0";"";"";"2.0";"8.0";"";"";"2.0";"2.0";"";"8.0";"1.0"
"Mulazzo";"Unione Europea";"Finlandia";"Arrivi";"4.0";"2.0";"7.0";"";"3.0";"";"";"7.0";"";"14.0";"";"6.0";"";""
"Mulazzo";"Unione Europea";"Francia";"Arrivi";"56.0";"84.0";"72.0";"83.0";"120.0";"179.0";"226.0";"200.0";"229.0";"164.0";"203.0";"166.0";"147.0";"296.0"
"Mulazzo";"Unione Europea";"Germania";"Arrivi";"57.0";"262.0";"295.0";"116.0";"144.0";"195.0";"160.0";"191.0";"236.0";"304.0";"172.0";"233.0";"249.0";"251.0"
"Mulazzo";"Unione Europea";"Grecia";"Arrivi";"";"6.0";"3.0";"";"";"";"5.0";"";"4.0";"3.0";"";"";"2.0";""
"Mulazzo";"Unione Europea";"Irlanda";"Arrivi";"5.0";"16.0";"4.0";"7.0";"5.0";"8.0";"5.0";"10.0";"5.0";"10.0";"8.0";"8.0";"24.0";"6.0"
"Mulazzo";"Unione Europea";"Lettonia";"Arrivi";"";"";"";"2.0";"";"2.0";"4.0";"";"";"";"";"2.0";"7.0";"2.0"
"Mulazzo";"Unione Europea";"Lituania";"Arrivi";"";"1.0";"3.0";"";"";"";"";"";"";"1.0";"";"1.0";"5.0";"9.0"
"Mulazzo";"Unione Europea";"Lussemburgo";"Arrivi";"";"2.0";"1.0";"2.0";"5.0";"";"1.0";"3.0";"2.0";"2.0";"9.0";"4.0";"2.0";"7.0"
"Mulazzo";"Unione Europea";"Malta";"Arrivi";"";"";"1.0";"";"";"";"";"";"3.0";"3.0";"";"";"";""
"Mulazzo";"Unione Europea";"Paesi Bassi";"Arrivi";"82.0";"69.0";"128.0";"146.0";"135.0";"219.0";"305.0";"303.0";"292.0";"446.0";"344.0";"336.0";"296.0";"201.0"
"Mulazzo";"Unione Europea";"Portogallo";"Arrivi";"";"2.0";"";"";"";"5.0";"3.0";"";"1.0";"";"4.0";"";"7.0";"5.0"
"Mulazzo";"Unione Europea";"Regno Unito";"Arrivi";"8.0";"47.0";"12.0";"16.0";"71.0";"59.0";"43.0";"53.0";"31.0";"57.0";"65.0";"41.0";"47.0";"53.0"
"Mulazzo";"Unione Europea";"Romania";"Arrivi";"4.0";"25.0";"31.0";"5.0";"26.0";"23.0";"17.0";"3.0";"8.0";"12.0";"16.0";"13.0";"12.0";"11.0"
"Mulazzo";"Unione Europea";"Spagna";"Arrivi";"4.0";"24.0";"12.0";"11.0";"12.0";"5.0";"16.0";"36.0";"11.0";"20.0";"68.0";"31.0";"17.0";"6.0"
"Mulazzo";"Unione Europea";"Svezia";"Arrivi";"16.0";"44.0";"55.0";"35.0";"26.0";"21.0";"16.0";"41.0";"30.0";"7.0";"16.0";"20.0";"17.0";"15.0"
"Murlo";"Italia";"Abruzzo";"Arrivi";"143.0";"104.0";"46.0";"81.0";"106.0";"86.0";"137.0";"46.0";"46.0";"54.0";"62.0";"44.0";"62.0";"91.0"
"Murlo";"Italia";"Basilicata";"Arrivi";"20.0";"7.0";"15.0";"4.0";"23.0";"35.0";"21.0";"19.0";"16.0";"11.0";"17.0";"12.0";"17.0";"26.0"
"Murlo";"Italia";"Bolzano-Bozen";"Arrivi";"51.0";"83.0";"43.0";"23.0";"63.0";"29.0";"54.0";"88.0";"35.0";"38.0";"149.0";"52.0";"72.0";"119.0"
"Murlo";"Italia";"Calabria";"Arrivi";"72.0";"101.0";"38.0";"27.0";"50.0";"100.0";"93.0";"49.0";"47.0";"39.0";"29.0";"39.0";"48.0";"73.0"
"Murlo";"Italia";"Campania";"Arrivi";"240.0";"236.0";"255.0";"165.0";"430.0";"312.0";"267.0";"212.0";"166.0";"218.0";"136.0";"152.0";"218.0";"331.0"
"Murlo";"Italia";"Emilia-Romagna";"Arrivi";"622.0";"820.0";"664.0";"545.0";"673.0";"662.0";"784.0";"712.0";"757.0";"768.0";"665.0";"508.0";"610.0";"842.0"
"Murlo";"Italia";"Friuli-V. Giulia";"Arrivi";"163.0";"53.0";"112.0";"37.0";"74.0";"86.0";"157.0";"87.0";"58.0";"110.0";"108.0";"67.0";"95.0";"110.0"
"Murlo";"Italia";"Lazio";"Arrivi";"1257.0";"1259.0";"1156.0";"813.0";"1016.0";"1369.0";"1200.0";"915.0";"939.0";"1076.0";"1024.0";"900.0";"1528.0";"1827.0"
"Murlo";"Italia";"Liguria";"Arrivi";"308.0";"188.0";"240.0";"200.0";"230.0";"177.0";"236.0";"300.0";"261.0";"180.0";"199.0";"161.0";"236.0";"312.0"
"Murlo";"Italia";"Lombardia";"Arrivi";"1651.0";"1604.0";"1869.0";"1669.0";"1268.0";"1126.0";"1666.0";"1349.0";"1448.0";"1724.0";"1263.0";"834.0";"1361.0";"1797.0"
"Murlo";"Italia";"Marche";"Arrivi";"330.0";"96.0";"200.0";"150.0";"113.0";"115.0";"172.0";"88.0";"118.0";"130.0";"156.0";"114.0";"233.0";"221.0"
"Murlo";"Italia";"Molise";"Arrivi";"14.0";"103.0";"7.0";"12.0";"8.0";"10.0";"11.0";"7.0";"6.0";"16.0";"6.0";"12.0";"11.0";"3.0"
"Murlo";"Italia";"Piemonte";"Arrivi";"394.0";"335.0";"406.0";"196.0";"229.0";"264.0";"433.0";"359.0";"377.0";"368.0";"414.0";"286.0";"388.0";"478.0"
"Murlo";"Italia";"Puglia";"Arrivi";"79.0";"93.0";"227.0";"102.0";"88.0";"139.0";"117.0";"108.0";"78.0";"91.0";"74.0";"72.0";"90.0";"153.0"
"Murlo";"Italia";"Regione italiana non indicata";"Arrivi";"";"";"";"";"1.0";"";"12.0";"15.0";"174.0";"2.0";"6.0";"13.0";"36.0";"30.0"
"Murlo";"Italia";"Sardegna";"Arrivi";"85.0";"8.0";"143.0";"78.0";"35.0";"62.0";"61.0";"29.0";"36.0";"27.0";"25.0";"25.0";"25.0";"42.0"
"Murlo";"Italia";"Sicilia";"Arrivi";"95.0";"149.0";"123.0";"113.0";"82.0";"58.0";"87.0";"55.0";"90.0";"46.0";"38.0";"54.0";"302.0";"100.0"
"Murlo";"Italia";"Toscana";"Arrivi";"567.0";"564.0";"484.0";"675.0";"700.0";"708.0";"645.0";"636.0";"772.0";"705.0";"711.0";"647.0";"820.0";"1212.0"
"Murlo";"Italia";"Trento";"Arrivi";"50.0";"67.0";"25.0";"35.0";"43.0";"69.0";"78.0";"62.0";"90.0";"75.0";"45.0";"57.0";"37.0";"89.0"
"Murlo";"Italia";"Umbria";"Arrivi";"35.0";"56.0";"47.0";"41.0";"87.0";"62.0";"86.0";"99.0";"33.0";"101.0";"54.0";"52.0";"72.0";"145.0"
"Murlo";"Italia";"Valle d'Aosta";"Arrivi";"59.0";"4.0";"5.0";"9.0";"13.0";"2.0";"7.0";"11.0";"5.0";"9.0";"6.0";"";"4.0";"3.0"
"Murlo";"Italia";"Veneto";"Arrivi";"701.0";"566.0";"557.0";"641.0";"539.0";"405.0";"593.0";"515.0";"463.0";"594.0";"552.0";"458.0";"693.0";"832.0"
"Murlo";"Altri Paesi Europei";"Albania";"Arrivi";"3.0";"12.0";"1.0";"2.0";"1.0";"";"";"";"";"";"";"";"";""
"Murlo";"Altri Paesi Europei";"Altri Paesi Europei";"Arrivi";"12.0";"13.0";"82.0";"105.0";"188.0";"292.0";"32.0";"29.0";"58.0";"65.0";"124.0";"51.0";"29.0";"52.0"
"Murlo";"Altri Paesi Europei";"Bielorussia";"Arrivi";"";"2.0";"";"";"";"";"1.0";"";"";"";"";"";"";""
"Murlo";"Altri Paesi Europei";"Bosnia-Erzegovina";"Arrivi";"1.0";"";"";"";"";"";"";"3.0";"";"";"";"";"";""
"Murlo";"Altri Paesi Europei";"Islanda";"Arrivi";"";"";"";"";"";"";"";"";"10.0";"5.0";"5.0";"";"2.0";"13.0"
"Murlo";"Altri Paesi Europei";"Iugoslavia";"Arrivi";"5.0";"5.0";"";"5.0";"6.0";"4.0";"2.0";"2.0";"";"";"";"";"";""
"Murlo";"Altri Paesi Europei";"Macedonia";"Arrivi";"";"2.0";"39.0";"";"2.0";"";"1.0";"";"";"";"";"";"";""
"Murlo";"Altri Paesi Europei";"Norvegia";"Arrivi";"27.0";"23.0";"37.0";"20.0";"31.0";"51.0";"66.0";"108.0";"44.0";"56.0";"48.0";"56.0";"38.0";"55.0"
"Murlo";"Altri Paesi Europei";"Paese europeo non indicato";"Arrivi";"33.0";"";"";"";"";"";"";"";"";"";"";"";"";""
"Murlo";"Altri Paesi Europei";"Polonia";"Arrivi";"27.0";"42.0";"47.0";"95.0";"72.0";"51.0";"50.0";"103.0";"104.0";"124.0";"239.0";"222.0";"266.0";"234.0"
"Murlo";"Altri Paesi Europei";"Repubblica Ceca";"Arrivi";"11.0";"11.0";"8.0";"3.0";"53.0";"16.0";"23.0";"68.0";"53.0";"39.0";"82.0";"62.0";"112.0";"61.0"
"Murlo";"Altri Paesi Europei";"Repubblica di Moldova";"Arrivi";"0.0";"1.0";"2.0";"";"";"";"";"7.0";"";"";"";"";"";""
